품목일련번호,품목명,업소명,분류번호,분류명
200600722,세이브론캡슐(수출명:SEIBRONCapsule),(주)넥스팜코리아,2220,진해거담제
200600417,유바톤정(이토프리드염산염),영일제약(주),2390,기타의소화기관용약
200600427,이토정(이토프리드염산염),(주)파마킹,2390,기타의소화기관용약
200600325,이토리드정(이토프리드염산염),한국유니온제약(주),2390,기타의소화기관용약
200500283,치오캄정(티옥트산),(주)유유제약,3990,따로분류되지않는대사성의약품
200502600,티오시드에이취알정600밀리그램(티옥트산),(주)휴온스,3990,따로분류되지않는대사성의약품
200603850,라믹탈츄어블정5밀리그램(라모트리진),(주)글락소스미스클라인,1130,항전간제
200210513,라파뮨정1밀리그램(시롤리무스),한국화이자제약(주),1420,자격요법제(비특이성면역억제제를포함)
200606515,고려레보설피리드정,고려제약(주),2390,기타의소화기관용약
200600419,캐치콘정,영일제약(주),1140,해열.진통.소염제
200703082,자로탄정50밀리그램(로사르탄칼륨),(주)서울제약,2140,혈압강하제
200604282,자르탄정(로사르탄칼륨),신일제약(주),2140,혈압강하제
200604178,로사르정50밀리그램(로사르탄칼륨),한국휴텍스제약(주),2140,혈압강하제
200600115,올메텍정40밀리그램(올메사르탄메독소밀),(주)대웅제약,2140,혈압강하제
200604227,클로펙트정(클로피도그렐황산염),안국약품(주),2180,동맥경화용제
200604239,크리빅스정(클로피도그렐황산수소염),진양제약(주),2180,동맥경화용제
200604193,이토라제정(이토프리드염산염),환인제약(주),2390,기타의소화기관용약
200703230,글리타정(피오글리타존염산염),풍림무약(주),3960,당뇨병용제
200703873,그루타존정15밀리그램(피오글리타존염산염),한국넬슨제약(주),3960,당뇨병용제
200704286,피오졸정(피오글리타존염산염),오스틴제약(주),3960,당뇨병용제
200704287,피오론정15밀리그램(피오글리타존염산염),(주)한국파비스제약,3960,당뇨병용제
200703458,피오민정(피오글리타존염산염),한국프라임제약(주),3960,당뇨병용제
200704290,피오리돈정15밀리그램(피오글리타존염산염),한국휴텍스제약(주),3960,당뇨병용제
200701042,팩토스정(피오글리타존염산염),한올바이오파마(주),3960,당뇨병용제
200703462,피오나정(피오글리타존염산염),(주)휴온스,3960,당뇨병용제
200703164,그랑파제에프정(수출용),안국약품(주),2390,기타의소화기관용약
200701824,푸라칸정150밀리그람(플루코나졸),명문제약(주),6290,기타의화학요법제
200600394,뉴로셉트정10밀리그램(도네페질염산염일수화물),고려제약(주),1190,기타의중추신경용약
200701233,하이도네정10밀리그램(도네페질염산염수화물),(주)테라젠이텍스,1190,기타의중추신경용약
200600181,알셉트정(도네페질염산염수화물),알리코제약(주),1190,기타의중추신경용약
200500153,쿨노즈캡슐,(주)종근당,1410,항히스타민제
200702195,안국카르베딜롤정12.5밀리그램,안국약품(주),2140,혈압강하제
200704942,비씨아테놀올정50mg,(주)비씨월드제약,2140,혈압강하제
200701917,로사맥스플러스정,알보젠코리아(주),2140,혈압강하제
200702200,알보젠카베디롤정12.5밀리그램(카르베딜롤),알보젠코리아(주),2140,혈압강하제
200500400,베글리스정(보글리보스),국제약품(주),3960,당뇨병용제
200802221,유러클캡슐(세파클러),한국웰팜(주),6180,주로그람양성|음성균에작용하는것
200600466,프라빅정(클로피도그렐황산수소염),신일제약(주),2180,동맥경화용제
200200286,진콜드정80밀리그람(은행엽엑스),삼성제약(주),2190,기타의순환계용약
200702328,레브론정(레보드로프로피진),(주)넥스팜코리아,2220,진해거담제
200702448,엘피진정(레보드로프로피진),대한뉴팜(주),2220,진해거담제
200302383,알피코연질캡슐,(주)알피바이오,1410,항히스타민제
200201645,한신카스롱정,(주)한국신약,2340,제산제
200401917,스토판정,에이치엘비제약(주),2220,진해거담제
200502960,알부코민연질캡슐,(주)알피바이오,3190,기타의비타민제
200003084,은삼캅셀,한미약품(주),2190,기타의순환계용약
200103023,나노베시캅셀,지엘파마(주),3990,따로분류되지않는대사성의약품
200607736,덴타자임캡슐,(주)유한양행,2310,치과구강용약
200100772,케이투연질캡슐,동화약품(주),3150,비타민E및K제
200300070,비트콜정(갈근탕),(유)한풍제약,1140,해열.진통.소염제
200709636,트라치산트로키(염산리도카인),리후헬스케어(주),2310,치과구강용약
200403718,덴티몬캡슐,(주)경보제약,2310,치과구강용약
200100776,덴티넥스캡슐,동화약품(주),2310,치과구강용약
200302707,알레오캡슐,주식회사제이비케이파마슈티컬,1490,기타의알레르기용약
200301902,이지덴캡슐,광동제약(주),2310,치과구강용약
200706788,플루카졸캡슐150밀리그램(플루코나졸),(주)일화,6290,기타의화학요법제
200710213,라실레즈정300밀리그램(알리스키렌헤미푸마르산염),한국노바티스(주),2140,혈압강하제
200600717,박시딘정(라시디핀),(주)넥스팜코리아,2140,혈압강하제
200402585,알레스탑-에스정,신일제약(주),1410,항히스타민제
200403602,브로미톨연질캡슐(미르톨),(주)유한메디카,2220,진해거담제
200705215,판토시드정20밀리그램(판토프라졸나트륨세스키히드레이트),명문제약(주),2320,소화성궤양용제
200605443,하이페질정10밀리그램(도네페질염산염수화물),현대약품(주),1190,기타의중추신경용약
200400078,드라코에스캡슐,(유)한풍제약,1140,해열.진통.소염제
200200135,디프콜캡슐,(유)한풍제약,1140,해열.진통.소염제
200710212,라실레즈정150밀리그램(알리스키렌헤미푸마르산염),한국노바티스(주),2140,혈압강하제
200704253,케록시캄캡슐15밀리그램(멜록시캄),주식회사제뉴원사이언스,1140,해열.진통.소염제
200401983,한신후레시모닝캡슐,(주)한국신약,2380,하제|완장제
200605535,아리페정(도네페질염산염수화물),성원애드콕제약(주),1190,기타의중추신경용약
200403679,써큐톤연질캡슐,(주)알피바이오,3190,기타의비타민제
201400024,토파씬정(토피라메이트),(주)바이넥스,1130,항전간제
201310644,본본연질캡슐,(주)알피바이오,3210,칼슘제
201000979,탑스타틴정20밀리그램(로수바스타틴칼슘),대화제약(주),2180,동맥경화용제
201000978,탑스타틴정10밀리그램(로수바스타틴칼슘),대화제약(주),2180,동맥경화용제
201403151,토피렉스정25밀리그램(토피라메이트),오스틴제약(주),1130,항전간제
201403522,판베린연질캡슐,오스틴제약(주),2390,기타의소화기관용약
201402986,유로나정10mg(프로피베린염산염),명문제약(주),2590,기타의비뇨생식기관및항문용약
201402910,아로밀-멕스서방정2/500밀리그램,아주약품(주),3960,당뇨병용제
201402158,세다코푸연질캡슐,경남제약(주),2220,진해거담제
201403474,경남나프록센연질캡슐,경남제약(주),1140,해열.진통.소염제
201402848,팜젠시메티딘정200mg(시메티딘),(주)팜젠사이언스,2320,소화성궤양용제
200608322,징코민플러스정120밀리그람(은행엽엑스),(주)동방제약,2190,기타의순환계용약
201403176,아모텐션정5밀리그램(암로디핀베실산염),부광약품(주),2140,혈압강하제
201403178,리피스틴정10밀리그램(아토르바스타틴칼슘삼수화물),부광약품(주),2180,동맥경화용제
201403179,리피스틴정20밀리그램(아토르바스타틴칼슘삼수화물),부광약품(주),2180,동맥경화용제
199801581,오르필서방정150밀리그램(발프로산나트륨),부광약품(주),1130,항전간제
201403177,아모텐션정10밀리그램(암로디핀베실산염),부광약품(주),2140,혈압강하제
201403310,플루코엠캡슐(플루코나졸),(주)마더스제약,6290,기타의화학요법제
201405290,보노맥스플러스디정,삼익제약(주),3990,따로분류되지않는대사성의약품
201405462,에피나시정1밀리그램(피나스테리드),풍림무약(주),2670,모발용제(발모|탈모|염모|양모제)
200404168,덴타-파워캡슐,일양바이오팜(주),2310,치과구강용약
201100380,크리콕스캡슐200밀리그램(세레콕시브),삼진제약(주),1140,해열.진통.소염제
201405000,휴팜시정250밀리그램(팜시클로비르),(주)휴비스트제약,6290,기타의화학요법제
201404587,앤티시움정20mg(에스오메프라졸마그네슘삼수화물),구주제약(주),2320,소화성궤양용제
201405598,무코레바정(레바미피드),구주제약(주),2320,소화성궤양용제
201404542,트리코나정(이트라코나졸고체분산체),(주)티디에스팜,6290,기타의화학요법제
201404437,세파론캡슐250밀리그램(세파클러수화물),(주)한국피엠지제약,6180,주로그람양성|음성균에작용하는것
201404405,위큐정,(주)유한양행,2320,소화성궤양용제
201404982,아리탈정(아세클로페낙),일양약품(주),1140,해열.진통.소염제
201404844,앤디락생캡슐(바실루스리케니포르미스균),일양약품(주),2370,정장제
201404795,삼성팜시클로버정(팜시클로비르),삼성제약(주),6290,기타의화학요법제
201405841,레보모스정2.5/20밀리그램,안국약품(주),2140,혈압강하제
201405840,레보모스정2.5/40밀리그램,안국약품(주),2140,혈압강하제
201405839,레보모스정5/40밀리그램,안국약품(주),2140,혈압강하제
201403540,엔루드정0.5밀리그램(엔테카비르수화물),대우제약(주),3910,간장질환용제
201403541,엔루드정1.0밀리그램(엔테카비르수화물),대우제약(주),3910,간장질환용제
201103473,피스타정2밀리그램(피타바스타틴칼슘),일양약품(주),2180,동맥경화용제
200704813,헤모큐플러스캡슐,(주)대웅제약,3220,무기질제제
201405704,명문알프라졸람정0.5밀리그램,명문제약(주),1170,정신신경용제
201405703,명문알프라졸람정0.25밀리그램,명문제약(주),1170,정신신경용제
201100797,올메론플러스정20/12.5밀리그램,동국제약(주),2140,혈압강하제
201405040,셀비콕스캡슐200밀리그램(세레콕시브),광동제약(주),1140,해열.진통.소염제
200900376,위티렌정(애엽95%에탄올연조엑스(20->1)),광동제약(주),2320,소화성궤양용제
201500622,아셀렉스캡슐2밀리그램(폴마콕시브),씨지인바이츠주식회사,1140,해열.진통.소염제
201500166,혈앤보연질캡슐,경남제약(주),3160,혼합비타민제(비타민AD혼합제제를제외)
201406156,디아세론캡슐50밀리그램(디아세레인),진양제약(주),3990,따로분류되지않는대사성의약품
201405094,쎄레민캡슐(세레콕시브),(주)테라젠이텍스,1140,해열.진통.소염제
201405966,피나스칸정5mg(피나스테리드),(주)한국글로벌제약,2590,기타의비뇨생식기관및항문용약
201500113,세프록틸정(세프포독심프록세틸),대웅바이오(주),6180,주로그람양성|음성균에작용하는것
201500119,치옥타드정200mg(티옥트산),(주)한국글로벌제약,3990,따로분류되지않는대사성의약품
201501709,부광로수바스타틴칼슘정20밀리그램,부광약품(주),2180,동맥경화용제
201501710,부광로수바스타틴칼슘정10밀리그램,부광약품(주),2180,동맥경화용제
201501711,부광로수바스타틴칼슘정5밀리그램,부광약품(주),2180,동맥경화용제
201308236,안포그렐정100밀리그램(사르포그렐레이트염산염),(주)일화,3390,기타의혈액및체액용약
201500672,슈바스타정5mg(로수바스타틴칼슘),조아제약(주),2180,동맥경화용제
201309982,토피라메브이정25밀리그램(토피라메이트),(주)엘지화학,1130,항전간제
201309981,토피라메브이정100밀리그램(토피라메이트),(주)엘지화학,1130,항전간제
201309989,레비티라세브이정250밀리그램(레비티라세탐),(주)엘지화학,1130,항전간제
201309727,칸데브이정16밀리그램(칸데사르탄실렉세틸),(주)엘지화학,2140,혈압강하제
201309991,발사브이정40밀리그램(발사르탄),(주)엘지화학,2140,혈압강하제
201309987,레보설피브이정25밀리그램(레보설피리드),(주)엘지화학,2390,기타의소화기관용약
201309988,레비티라세브이정500밀리그램(레비티라세탐),(주)엘지화학,1130,항전간제
201309983,레비티라세브이정1000밀리그램(레비티라세탐),(주)엘지화학,1130,항전간제
201309990,발사브이정80밀리그램(발사르탄),(주)엘지화학,2140,혈압강하제
201309724,칸데플러스브이정16/12.5밀리그램,(주)엘지화학,2140,혈압강하제
201209498,고프레에스연질캡슐,국제약품(주),1140,해열.진통.소염제
200905018,코스펜정,한미약품(주),1410,항히스타민제
201309919,오구틴정375밀리그램(아목시실린수화물·묽은클라불란산칼륨),이연제약(주),6180,주로그람양성|음성균에작용하는것
201310135,아르몬정,오스틴제약(주),3990,따로분류되지않는대사성의약품
200809204,구아내정,(유)한풍제약,3130,비타민B제(비타민B1을제외)
201405928,그린코푸에스캡슐,(주)녹십자,2220,진해거담제
200802864,디카맥스디플러스정,(주)다림바이오텍,3210,칼슘제
201405057,베아크라정375밀리그램(아목시실린수화물-묽은클라불란산칼륨),대웅바이오(주),6180,주로그람양성|음성균에작용하는것
201405882,나프로정(나프로닐옥살산염),영풍제약(주),2170,혈관확장제
201500863,올메디핀정5/20밀리그램(암로디핀|올메사르탄),명인제약(주),2140,혈압강하제
201406133,조이록신정400밀리그램(목시플록사신염산염),한국유나이티드제약(주),6290,기타의화학요법제
201406152,큐엔비타골드연질캡슐,(주)알피바이오,3190,기타의비타민제
201501270,콕스비토캡슐100밀리그램(세레콕시브),(주)종근당,1140,해열.진통.소염제
201501698,엑손SR정(에페리손염산염),아주약품(주),1220,골격근이완제
198701357,신일메토클로프라미드정,신일제약(주),2390,기타의소화기관용약
201501216,팜시넥스정250밀리그램(팜시클로비르),(주)바이넥스,6290,기타의화학요법제
201500653,후로닐정(나프로닐옥살산염),신풍제약(주),2170,혈관확장제
201405197,글리티아연질캡슐(콜린알포세레이트),에이치엘비제약(주),1190,기타의중추신경용약
201403957,날트라정25밀리그램(날트렉손염산염),알보젠코리아(주),3920,해독제
201404615,시원나정(록소프로펜나트륨수화물),영일제약(주),1140,해열.진통.소염제
199101918,스코드린정(오르페나드린염산염),영일제약(주),1190,기타의중추신경용약
201404785,부스핀정5mg(부스피론염산염),영일제약(주),1170,정신신경용제
199801954,영일말레인산돔페리돈정(수출명:DOMRIDON-MTABLET|ZEDOMTab.),영일제약(주),2390,기타의소화기관용약
200203031,유니세틴정(아세틸-L-카르니틴염산염),유니메드제약(주),2190,기타의순환계용약
200608455,시코연질캡슐(오메가-3-산에틸에스테르90),건일바이오팜주식회사,2180,동맥경화용제
200804777,알레파딘정5mg(올로파타딘염산염),(주)텔콘알에프제약,1490,기타의알레르기용약
201404969,엑스핀정5/160밀리그램(암로디핀베실산염|발사르탄),(주)이든파마,2140,혈압강하제
201404970,엑스핀정5/80밀리그램(암로디핀베실산염|발사르탄),(주)이든파마,2140,혈압강하제
201405001,펄세틴캡슐(플루옥세틴염산염),(주)한국글로벌제약,1170,정신신경용제
201404707,뮤코틸캡슐(아세틸시스테인),(주)한국글로벌제약,2220,진해거담제
201404858,치옥타드에이취알정600mg(티옥트산),(주)한국글로벌제약,3990,따로분류되지않는대사성의약품
201403436,아이세파캡슐(세파클러수화물),신신제약(주),6180,주로그람양성|음성균에작용하는것
201404142,아이페낙정(아세클로페낙),신신제약(주),1140,해열.진통.소염제
201404479,레바킴정(레바미피드),(주)킴스제약,2320,소화성궤양용제
201405092,아이다제정(스트렙토키나제·스트렙토도르나제),신신제약(주),3950,효소제제
201404480,모사콜린정(모사프리드시트르산염이수화물),주식회사큐엘파마,2390,기타의소화기관용약
201403494,아이리진정(레보세티리진염산염),신신제약(주),1410,항히스타민제
201403823,알보펜빌400연질캡슐(이부프로펜),알보젠코리아(주),1140,해열.진통.소염제
201405434,록스트정(록시트로마이신),(주)휴비스트제약,6140,주로그람양성균|리케치아|비루스에작용하는것
201404930,휴레스토정20밀리그램(로수바스타틴칼슘),(주)휴비스트제약,2180,동맥경화용제
200907509,레드빌캡슐(덱시부프로펜)(수출명:DEXBULELidcap),주식회사제뉴원사이언스,1140,해열.진통.소염제
201101840,제뉴원세레콕시브캡슐200밀리그램(세레콕시브),주식회사제뉴원사이언스,1140,해열.진통.소염제
200907743,리드센캡슐(나프록센),주식회사제뉴원사이언스,1140,해열.진통.소염제
201405450,트릴로신정,(주)마더스제약,3950,효소제제
201405521,맥스원연질캡슐,아이큐어(주),3160,혼합비타민제(비타민AD혼합제제를제외)
201308619,멜로디구강붕해정15밀리그램(멜로시캄),(주)엔엠제약,1140,해열.진통.소염제
201405076,아젤라스정(아젤라스틴염산염),대한뉴팜(주),1490,기타의알레르기용약
201404877,국제아스피린장용정100mg,국제약품(주),2190,기타의순환계용약
201000974,대웅로수바스타틴정20밀리그램(로수바스타틴칼슘(미분화)),(주)대웅제약,2180,동맥경화용제
201000975,대웅로수바스타틴정5밀리그램(로수바스타틴칼슘(미분화)),(주)대웅제약,2180,동맥경화용제
201000977,대웅로수바스타틴정10밀리그램(로수바스타틴칼슘(미분화)),(주)대웅제약,2180,동맥경화용제
200702963,토파케이정25mg(토피라메이트),주식회사제뉴원사이언스,1130,항전간제
201404825,에소맥스정40mg(에스오메프라졸마그네슘삼수화물),(주)팜젠사이언스,2320,소화성궤양용제
201404824,에소맥스정20mg(에스오메프라졸마그네슘삼수화물),(주)팜젠사이언스,2320,소화성궤양용제
201405101,이로스타정20밀리그램(로수바스타틴칼슘),이연제약(주),2180,동맥경화용제
201404225,유로지트엑스엘정(알푸조신염산염),이연제약(주),2590,기타의비뇨생식기관및항문용약
201403894,나프라졸정,알보젠코리아(주),1140,해열.진통.소염제
201309847,이지콜플러스씨캡슐,(유)한풍제약,1140,해열.진통.소염제
201404905,트라임세미정,(주)한국글로벌제약,1140,해열.진통.소염제
201404924,아토목신캡슐80밀리그램(아토목세틴염산염),명인제약(주),1190,기타의중추신경용약
201403834,유니베실정10mg(암로디핀베실산염),구주제약(주),2140,혈압강하제
201403833,유니베실정5mg(암로디핀베실산염),구주제약(주),2140,혈압강하제
201405063,에자틴정(메만틴염산염),알보젠코리아(주),1190,기타의중추신경용약
201403981,이글리드엠정2/500밀리그램(수출용),(주)화이트생명과학,3960,당뇨병용제
201403990,무노디핀지속정5밀리그램(펠로디핀)(수출용),(주)화이트생명과학,2140,혈압강하제
201404296,라베프졸정20밀리그램(라베프라졸나트륨),(주)화이트생명과학,2320,소화성궤양용제
201403413,다이포민정500밀리그램(메트포르민염산염),(주)화이트생명과학,3960,당뇨병용제
201404096,루이카츄정4밀리그램(몬테루카스트나트륨),(주)화이트생명과학,1490,기타의알레르기용약
201404295,라베프졸정10mg(라베프라졸나트륨),(주)화이트생명과학,2320,소화성궤양용제
201403467,이소딘정4밀리그램(이르소글라딘말레산염),(주)화이트생명과학,2320,소화성궤양용제
201403024,클래톤정(클래리트로마이신),(주)화이트생명과학,6190,기타의항생물질제제(복합항생물질제제를포함)
201405077,콜레스톱정20밀리그램(로수바스타틴칼슘),(주)화이트생명과학,2180,동맥경화용제
201402851,하이록신정250mg(레보플록사신수화물),(주)화이트생명과학,6290,기타의화학요법제
201403866,올메린플러스정,(주)화이트생명과학,2140,혈압강하제
201500534,대화로자탄플러스에프정,대화제약(주),2140,혈압강하제
201500533,대화로자탄정(로사르탄칼륨),대화제약(주),2140,혈압강하제
199901076,라마틴정,(주)제뉴파마,2340,제산제
201501048,네시나메트정12.5/1000밀리그램,(주)셀트리온제약,3960,당뇨병용제
201500591,피나드정5mg(피나스테리드),(주)이든파마,2590,기타의비뇨생식기관및항문용약
201500465,셀티스파모티딘정20밀리그램(파모티딘),(주)텔콘알에프제약,2320,소화성궤양용제
201501684,세토리드정(애엽95%에탄올연조엑스(20→1)),경동제약(주),2320,소화성궤양용제
201500516,프레발린캡슐300밀리그램(프레가발린),한미약품(주),1190,기타의중추신경용약
201404115,휴리마프정(리마프로스트알파덱스),(주)휴비스트제약,2190,기타의순환계용약
200908782,코디비캡슐,(주)한국피엠지제약,3910,간장질환용제
201500425,스도나제정(스트렙토키나제·스트렙토도르나제),(주)넥스팜코리아,3950,효소제제
201500662,텐다나민캡슐,화일약품(주),2310,치과구강용약
201503283,고든구강용해필름5mg(타다라필)(수출명:CALIBERIorodispersiblefilm5mg),(주)씨티씨바이오,2590,기타의비뇨생식기관및항문용약
201502756,고든구강용해필름10mg(타다라필)(수출명:CALIBERIorodispersiblefilm10mg),(주)씨티씨바이오,2590,기타의비뇨생식기관및항문용약
201500856,본이반정150밀리그램(이반드론산나트륨일수화물),(주)휴비스트제약,3990,따로분류되지않는대사성의약품
201405687,영빅스포르테캡슐,영진약품(주),1190,기타의중추신경용약
201502890,구루치온정100밀리그램(글루타티온(환원형)),영풍제약(주),3920,해독제
201405029,델티바정50밀리그램(델라마니드),한국오츠카제약(주),6220,항결핵제
201502645,스트렌정(애엽95%에탄올연조엑스(20→1)),(주)일화,2320,소화성궤양용제
201502307,원큐어캡슐,(주)하원제약,3910,간장질환용제
201502623,명문티로프라미드염산염정,명문제약(주),1240,진경제
200900895,윈티렌정(애엽95%에탄올연조엑스(20->1)),한화제약(주),2320,소화성궤양용제
201401980,비엔코프연질캡슐,한국프라임제약(주),1140,해열.진통.소염제
201401971,비엔코연질캡슐,한국프라임제약(주),1140,해열.진통.소염제
201500214,마토탑연질캡슐,한국프라임제약(주),3160,혼합비타민제(비타민AD혼합제제를제외)
200904462,자틴플러스정,태극제약(주),2340,제산제
201503320,플루민캡슐10밀리그램(플루옥세틴염산염),태극제약(주),1170,정신신경용제
201504179,트리레보정100/25/200밀리그램(레보도파|카르비도파|엔타카폰),명인제약(주),1190,기타의중추신경용약
201501550,트리레보정125/31.25/200밀리그램(레보도파|카르비도파|엔타카폰),명인제약(주),1190,기타의중추신경용약
201503866,티지웰연질캡슐(오메가-3-산에틸에스테르90),(주)유한양행,2180,동맥경화용제
201503030,넥시메졸캡슐20mg(에스오메프라졸마그네슘이수화물),한국휴텍스제약(주),2320,소화성궤양용제
201503032,넥시메졸캡슐40mg(에스오메프라졸마그네슘이수화물),한국휴텍스제약(주),2320,소화성궤양용제
201503326,싱귤다운츄정4mg(몬테루카스트나트륨),한국휴텍스제약(주),1490,기타의알레르기용약
201503325,싱귤다운츄정5mg(몬테루카스트나트륨),한국휴텍스제약(주),1490,기타의알레르기용약
201309738,뮤리나제정(스트렙토키나제·스트렙토도르나제),대원제약(주),3950,효소제제
201309355,스테나이브정,경남제약(주),3160,혼합비타민제(비타민AD혼합제제를제외)
201310137,푸로칸캡슐(플루코나졸),화일약품(주),6290,기타의화학요법제
201308717,터핀엠정(테르비나핀염산염),(주)마더스제약,6290,기타의화학요법제
200806736,이탄돌정(옥수수불검화정량추출물),(주)마더스제약,2310,치과구강용약
201309776,스토란정10밀리그램(라푸티딘),일성신약(주),2320,소화성궤양용제
200307793,글루코반스정500/2.5밀리그램,머크(주),3960,당뇨병용제
201310700,테라펜세미정,(주)넥스팜코리아,1140,해열.진통.소염제
201402862,칼리스정(칼리디노게나제),(주)한국글로벌제약,2190,기타의순환계용약
201401956,리녹사졸정600밀리그램(리네졸리드),한국유나이티드제약(주),6110,주로그람양성균에작용하는것
201401944,장제로정,일양약품(주),2380,하제|완장제
201403389,여우엔연질캡슐(나프록센),코오롱제약(주),1140,해열.진통.소염제
201403416,엑사디핀정5/80밀리그램,(주)에이프로젠바이오로직스,2140,혈압강하제
201403323,듀에이정,(주)에이프로젠바이오로직스,2190,기타의순환계용약
201403415,엑사디핀정5/160밀리그램,(주)에이프로젠바이오로직스,2140,혈압강하제
201403295,비타콜드플러스정,알리코제약(주),1140,해열.진통.소염제
200703452,피오리정15밀리그램(피오글리타존염산염),크리스탈생명과학(주),3960,당뇨병용제
201403458,글리피딘정2mg(글리메피리드),(주)씨엠지제약,3960,당뇨병용제
201401592,비트리플정,태극제약(주),3130,비타민B제(비타민B1을제외)
201500862,네파닐캡슐(나프로닐옥살산염),삼익제약(주),2170,혈관확장제
201501114,나나코프에스연질캡슐,한국프라임제약(주),1140,해열.진통.소염제
201501931,엔카론정1.0밀리그램(엔테카비르),동국제약(주),3910,간장질환용제
201501930,엔카론정0.5밀리그램(엔테카비르),동국제약(주),3910,간장질환용제
201502793,프라임엔테카비르정1밀리그램,한국프라임제약(주),3910,간장질환용제
201501534,바라리버정0.5밀리그램(엔테카비르),풍림무약(주),3910,간장질환용제
201501535,바라리버정1.0밀리그램(엔테카비르),풍림무약(주),3910,간장질환용제
201505927,크램팩스정,광동제약(주),3210,칼슘제
201504333,칸타칸플러스정16/12.5밀리그램,(주)셀트리온제약,2140,혈압강하제
201507399,크로바틴정5mg(로수바스타틴칼슘),(주)제뉴파마,2180,동맥경화용제
200109301,리소드렌정500밀리그람(미토테인),리퓨어헬스케어(주),4210,항악성종양제
201404348,리버신350연질캡슐(밀크시슬열매건조엑스),경진제약(주),3910,간장질환용제
200302241,소브딘캡슐(수출용),경진제약(주),2220,진해거담제
200403398,비컴쿨캡슐,경진제약(주),1410,항히스타민제
200502455,센도스연질캡슐,알파제약(주),3110,비타민A및D제
200003464,알피렌연질캡슐,알파제약(주),3190,기타의비타민제
200102762,라니트린정,알파제약(주),2330,건위소화제
200502450,편해정,알파제약(주),1140,해열.진통.소염제
199803684,유니탁정,유니메드제약(주),2340,제산제
200600665,엘시콤정,유니메드제약(주),3990,따로분류되지않는대사성의약품
200712325,포리그론연질캡슐,유니메드제약(주),3110,비타민A및D제
199903838,이펙탄연질캅셀(스피카에유),유니메드제약(주),2220,진해거담제
201405588,크레스틴정20밀리그램(로수바스타틴칼슘),(주)서울제약,2180,동맥경화용제
201310822,제일맥스티딘플러스정(라니티딘염산염),제일약품(주),2320,소화성궤양용제
200709845,알부탑연질캡슐,제일약품(주),3980,종합대사성제제
201307805,에스코연질캡슐,한국프라임제약(주),1140,해열.진통.소염제
201308293,에스콜연질캡슐,한국프라임제약(주),1140,해열.진통.소염제
201309932,아이골드뷰연질캡슐,한국프라임제약(주),1310,안과용제
201500067,피타바스정4밀리그램(피타바스타틴칼슘),초당약품공업(주),2180,동맥경화용제
201001001,레스타정10밀리그램(로수바스타틴칼슘),(주)일화,2180,동맥경화용제
201404199,엠지비타파워정,한국프라임제약(주),3190,기타의비타민제
201404335,벤포콘탑정,한국프라임제약(주),3160,혼합비타민제(비타민AD혼합제제를제외)
201405466,알쯔페질정10mg(도네페질염산염일수화물),한국휴텍스제약(주),1190,기타의중추신경용약
201405526,알쯔페질정5mg(도네페질염산염),한국휴텍스제약(주),1190,기타의중추신경용약
201405463,페니목스정500mg(아목시실린수화물·설박탐피복실),한국휴텍스제약(주),6180,주로그람양성|음성균에작용하는것
200708089,파마가바펜틴캡슐100밀리그람,(주)한국파마,1130,항전간제
201405515,파미카정10/40밀리그램,(주)한국파마,2140,혈압강하제
201310350,에이스민정,알리코제약(주),3160,혼합비타민제(비타민AD혼합제제를제외)
201310176,니자브이정150밀리그램(니자티딘),(주)엘지화학,2320,소화성궤양용제
201310351,라푸브이정10밀리그램(라푸티딘),(주)엘지화학,2320,소화성궤양용제
201309931,대화이트라코나졸정,대화제약(주),6290,기타의화학요법제
201204931,크리콜론정,(주)한국파마,7210,X선조영제
201309546,카페린에스정,(주)에이프로젠바이오로직스,1140,해열.진통.소염제
201309508,알렌드로플러스디정,동광제약(주),3990,따로분류되지않는대사성의약품
201309230,알피록소펜정(록소프로펜나트륨수화물),(주)알피바이오,1140,해열.진통.소염제
201403466,이소딘정2밀리그램(이르소글라딘말레산염),(주)화이트생명과학,2320,소화성궤양용제
201402972,보글린정0.3밀리그램(보글리보스)(수출용),(주)화이트생명과학,3960,당뇨병용제
201404728,하비카정10/40밀리그램,(주)화이트생명과학,2140,혈압강하제
201404292,레리칸정(레르카니디핀염산염),(주)화이트생명과학,2140,혈압강하제
201403995,이트라펜세미정,(주)화이트생명과학,1140,해열.진통.소염제
201404727,하비카정5/40밀리그램,(주)화이트생명과학,2140,혈압강하제
201403969,칼리제정50단위(칼리디노게나제),(주)화이트생명과학,2190,기타의순환계용약
201404097,루이카츄정5밀리그램(몬테루카스트나트륨),(주)화이트생명과학,1490,기타의알레르기용약
201309370,린피스에프정(아스피린),(주)씨티씨바이오,2190,기타의순환계용약
201405523,란소졸캡슐15밀리그램(란소프라졸),한미약품(주),2320,소화성궤양용제
201405516,란소졸캡슐30밀리그램(란소프라졸),한미약품(주),2320,소화성궤양용제
201403118,진셀몬큐디플러스연질캡슐,영진약품(주),3190,기타의비타민제
201500723,뮤테인캡슐(아세틸시스테인),한국코러스(주),2220,진해거담제
201406187,알렌트플러스디정(알렌드론산나트륨삼수화물|콜레칼시페롤농축분말),이연제약(주),3990,따로분류되지않는대사성의약품
200402690,레바큐어정(레바미피드),제이더블유신약(주),2320,소화성궤양용제
201500519,아바틴프러스정,화일약품(주),2190,기타의순환계용약
