PRDLST_REPORT_NO,PRDLST_NM,BAR_CD,PRDLST_DCNM,BSSH_NM,INDUTY_NM
1990026200198,청정원떡갈비,8801052402581,분쇄가공육제품,대상델리하임 주식회사,축산물가공업-식육가공업
1991034402185,이온에이드 파워에이드 원제 제3A부,8801094342401,혼합제제,한국코카콜라유한회사,식품첨가물제조업
2013050117387,3in1 가슴살 안심 정육,8809385944259,포장육,(주)참프레,식육포장처리업
2000032032910,생소면,8801589030226,생면,대판식품,식품제조가공업
199503380154728,소보루,8801068134865,빵류,주식회사 에스피씨삼립,식품제조가공업
1973034700378,포도맛캔디,8801244302767,캔디류,로얄제과(주),식품제조가공업
199903683181,고춧가루,8805260104930,고춧가루,농업회사법인 다온푸드(주),식품제조가공업
200101283162,자메이칸 블루마운틴 브랜드,8809139918802,커피,제일통상(라비타커피),식품제조가공업
2006034704174,이마트옥수수수염차,8809071541809,침출차,주식회사 티젠,식품제조가공업
1984022101059,레몬트레비,8801056055264,탄산음료,롯데칠성음료(주),식품제조가공업
2011040205314,도라지환,8803427505156,기타가공품,주식회사 북설악,식품제조가공업
200903751883,에이스플러스 핫소스,8809114651113,소스,(주)코리아제니스,식품제조가공업
20050368236501,New매콤참치김밥,8809383950207,즉석섭취식품,(주)청탑,식품제조가공업
1994015439534,오징어 황토구이 진미,8803622101269,조미건어포,한양식품,식품제조가공업
2012018844069,농협안심닭 가슴살,8809377550826,포장육,(주)우보식품,식육포장처리업
1999046705031,하늘샘 흑석류,8802466008338,음료베이스,(주)한국데코로,식품제조가공업
2003049318612,담두고추잡채만두,8809129730131,만두,주식회사 푸드웨어,식품제조가공업
20050358104114,임자도 갯벌김(미니도시락),8802128783894,조미김,(주)해우촌,식품제조가공업
1987053300372,맥반석진미오징어,8801308429546,조미건어포,정화식품(주),식품제조가공업
19710275003310,팡찌니야채,8801016332312,빵류,(주)샤니,식품제조가공업
1983014402935,핫초코,8803239020014,기타 코코아가공품,고려식품산업사,식품제조가공업
1994015439528,매콤한오징어숏다리,8803622101108,조미건어포,한양식품,식품제조가공업
200703640594,햇살드리맛김,8809194540314,조미김,청수영어조합법인,식품제조가공업
201301890161,돼지보쌈,8809407550024,양념육,국민푸드,축산물가공업-식육가공업
201306143021,껍질벗긴 볶음참깨,8809392430080,기타가공품,삼양푸드주식회사,식품제조가공업
200206063872,전통된장,8809387820001,한식된장,춘자식품,식품제조가공업
19740344001212,글라소 비타민워터 g-creator 원제 제2부,8801094792626,음료베이스,한국 코카콜라 유한회사,식품제조가공업
201002026372,너츠스토리(6종),8809290112156,땅콩 또는 견과류가공품,(주)비앤지 트레이딩,식품제조가공업
1995044000242,중앙 프리미엄 모카마일드 커피믹스,8804342398984,커피,중앙식품산업사,식품제조가공업
19970499027106,학꽁치장아찌,8809380220181,절임식품,김용순전통식품,식품제조가공업
1999045915124,신진와사비맛김,8809029537069,조미김,신진수산맛김(주),식품제조가공업
19880383127199,김치찌개면,8801073102059,유탕면,삼양식품(주)원주공장,식품제조가공업
199503640193,열무김치,8809060702266,김치,(주)늘푸른,식품제조가공업
2000047506920,김칫속,8809334529476,김칫속,농업회사법인주식회사담채원,식품제조가공업
200105031503,파래김자반볶음,8803807880422,조미김,선일물산(주),식품제조가공업
2009044901861,브라질 핸드드립 원두커피,8804645300752,커피,한국맥널티주식회사,식품제조가공업
201300694651,좋은날더치커피,8809389310005,커피,성미산좋은날협동조합,식품제조가공업
201003682701,인진청,8809305771514,기타엿,(주)수라원,식품제조가공업
1990046400315,햇살 홍(紅)고춧가루,8803892000149,고춧가루,(주)진미농산,식품제조가공업
19980449002446,썬키스트훼미리오렌지,8801105913149,과.채음료,해태에이치티비주식회사,식품제조가공업
2002051213319,팔도강산맛김,8809060479984,조미김,해송식품 주식회사 어업회사법인,식품제조가공업
19880355033125,자일리톨 C,8802863120343,체중조절용 조제식품,(주)한미양행,식품제조가공업
20010493358352,담백한렌지용만두,8807617220553,만두,(주)엄지식품,식품제조가공업
2000040417326,부대찌개,8804135000735,기타가공품,북청산업영어조합법인,식품제조가공업
200405010143,분말청국장,8809145170126,기타가공품,부경식품,식품제조가공업
201003442361,가래떡,8809417230091,떡류,찰떡궁합,식품제조가공업
2005050654917,쥐치포,8802677103037,조미건어포,오천산업(주)2공장,식품제조가공업
19760342001183,양파링,8801043004954,과자,(주)농심,식품제조가공업
1998044902338,코코티,8801517100038,고형차,주식회사고려인삼제품공사,식품제조가공업
198603470027,쌀떡볶이,8801412202035,떡류,(주)동성식품,식품제조가공업
1994044900553,오예스초코,8801019308598,준초콜릿,해태제과식품(주)천안2공장,식품제조가공업
1993013013943,카우보이 스낵,880910268014,땅콩 또는 견과류가공품,세계식품주식회사,식품제조가공업
2005035810459,임자도 명품 갯벌김,8802128331002,조미김,(주)해우촌,식품제조가공업
200602882207,하루행복/철관음,8809199542009,침출차,(주)비앤에스,식품제조가공업
201305561251,햇살담은 포도즙,8809423590158,과.채주스,모서농협유통가공사업소,식품제조가공업
2011037506516,홍삼 초콜릿,8809324260013,준초콜릿,천삼정영농조합법인,식품제조가공업
19960242067214,카스타드엄마의레시피,8801062516216,과자,롯데웰푸드(주),식품제조가공업
2002046408817,새콤달콤 초고추장,8801007052984,혼합장,씨제이제일제당(주),식품제조가공업
20070288141293,미니머핀,8809377140010,빵류,유한회사 마더구스,식품제조가공업
201006240701,봉농원딸기잼,8809331830001,잼,농업회사법인 유한회사 봉팜푸드,식품제조가공업
19970443119205,키커볼,8801111750868,초콜릿가공품,(주)크라운제과진천공장,식품제조가공업
19690086003225,롯데카리브,8801062214525,추잉껌,롯데웰푸드(주),식품제조가공업
1987053300335,E.T오징어,8801308333317,조미건어포,정화식품(주),식품제조가공업
19930472005130,칠갑재래돌김,8801759005528,조미김,칠갑농산 주식회사,식품제조가공업
201304590181,대천행복김,8809385160024,조미김,청진영어조합법인2공장,식품제조가공업
1993047200535,소면,8801759001254,건면,칠갑농산 주식회사,식품제조가공업
19960449002597,롯데마요네즈,8801118796425,마요네즈,롯데웰푸드주식회사천안공장,식품제조가공업
199705181331,강남식품유자차,8809404860003,액상차,강남유자식품,식품제조가공업
197202880022392,원조맛집따라하기 볶음밥소스 샤브샤브맛,8801045321127,소스,주식회사 오뚜기,식품제조가공업
19760262002132,요델리퀸드링크요구르트사과,8801115213321,농후발효유,서울우유협동조합 안산공장,축산물가공업-유가공업
201302622051,순대국거리,8809090570163,양념육,대성식품,축산물가공업-식육가공업
2006058801714,오리불고기,8809226810606,양념육,(주)씨지엠,축산물가공업-식육가공업
200705230502,한들 양파즙,8809359050009,액상차,토닥토닥영농조합법인,식품제조가공업
1995061107355,제주감귤,8803636112039,과.채음료,동밀양농협가공사업소,식품제조가공업
200104330165,자연순고춧가루(골드),8809124501248,고춧가루,농업회사법인(주)금성농산,식품제조가공업
200403720895,회전용간장소스,8809239771123,소스,이엔푸드,식품제조가공업
1984044800216,링키바,8801104141598,샤베트,(주)빙그레,축산물가공업-유가공업
2012047109215,우리밀 콘핫도그,8809377240543,빵류,주식회사 기업과사람들,식품제조가공업
19750202004159,카누 마일드 로스트 스위트 아메리카노,8801037056525,커피,동서식품(주),식품제조가공업
2000051603049,김부각(반제품),8809010854199,조미김,주식회사자연가농업회사법인,식품제조가공업
2002035548171,옥천댁 볶음깨,8805073516012,기타 농산가공품,(주)옥천식품 제2공장,식품제조가공업
2003026204144,모타델라,8809013404902,프레스햄,에쓰푸드홀딩스 주식회사,축산물가공업-식육가공업
1983048705169,초코후레이키바,8801117432904,초콜릿,(주)오리온 제3익산공장,식품제조가공업
1985049901158,청정원 참깨와 마늘로 맛을낸 쌈장,8801052435688,혼합간장,대상(주),식품제조가공업
